Source,Target,Label
40955185,1189203597990469633,mentioned
40955185,401907889,mentioned
40955185,2969631215,mentioned
40955185,1343645053,mentioned
38146999,811229675758505984,mentioned
123231225,482244952,mentioned
123231225,59029811,mentioned
15088481,3346529644,mentioned
928925381419298816,14159148,mentioned
926309671773683712,1006419421244678144,mentioned
958192618940252160,227837742,quoted
2787878432,99989439,mentioned
2787878432,219070649,mentioned
135187648,940638528173731840,mentioned
74447139,19649135,mentioned
73327118,67611162,quoted
716576919328841728,3346529644,mentioned
1429514676648480781,1370100505934987267,mentioned
1429514676648480781,1447138928570421256,mentioned
